DiseaseID	DiseaseName
DOID:12960	Acrocephalosyndactylia
ICD10:G20	Parkinson's disease
DOID:8986	Narcolepsy
MESH:D012628	Dermatitis, Seborrheic
DOID:1856	Cherubism
DOID:0050792	Multiple cutaneous and mucosal venous malformations
MESH:C538012	Meier-Gorlin syndrome
MESH:C535896	Limb-girdle muscular dystrophy type 2F
ICD10:D68	Von Willebrand disease  unspecified
MESH:C562707	ACTH Deficiency, Isolated
MESH:D014718	Vesico-Ureteral Reflux
MESH:D006952	Hyperlipoproteinemia Type III
MESH:D017180	Tachycardia, Ventricular
DOID:0110791	Hereditary spastic paraplegia 3A
MESH:C535661	Acromesomelic dysplasia, Maroteaux type
DOID:0112312	Male infertility due to globozoospermia
MESH:C566394	Cerebral Cavernous Malformations 2
MESH:C567306	Skeletal Defects, Genital Hypoplasia, And Mental Retardation
DOID:14250	Down syndrome
MESH:C535501	Epiphyseal dysplasia, multiple, 1
MESH:C567213	Deafness, Autosomal Recessive 1b
MESH:D006627	Hirschsprung Disease
MESH:C537799	Gerodermia osteodysplastica
MESH:D020512	Myopathy, Central Core
MESH:C563218	Brachyolmia Type 2
MESH:C567583	Mental Retardation, X-Linked, Znf711-Related
MESH:D001478	Basal Cell Nevus Syndrome
DOID:1882	Atrial heart septal defect
MESH:D053840	Brugada Syndrome
ICD10:N251	Nephrogenic diabetes insipidus
MESH:C566331	Hypercholesterolemia, Autosomal Recessive
MESH:D018771	Arthralgia
MESH:C564010	Eiken Skeletal Dysplasia
MESH:D009157	Myasthenia Gravis
ICD10:G230	Hallervorden-Spatz disease
DOID:0080355	Hepatobiliary system cancer
DOID:0060234	Carpenter syndrome
DOID:0080218	Primary spontaneous pneumothorax
MESH:C567767	Nijmegen Breakage Syndrome-Like Disorder
MESH:D016109	Epidermolysis Bullosa, Junctional
MESH:D005175	Factor XII Deficiency
MESH:C536841	Familial encephalopathy with neuroserpin inclusion bodies
DOID:0090127	camptodactyly-arthropathy-coxa vara-pericarditis syndrome
DOID:4644	Epidermolysis bullosa simplex
DOID:0060060	non-Hodgkin lymphoma
MESH:D009220	Myositis
MESH:D000799	Angioedema
ICD10:Q785	Metaphyseal dysplasia
MESH:D018268	Adrenocortical Carcinoma
MESH:D002446	Celiac Disease
MESH:C563561	Neuropathy, Distal Hereditary Motor, Type IIA
DOID:0080006	Bone development disease
DOID:350	Mastocytosis
MESH:C565210	Spastic Paraplegia 31, Autosomal Dominant
ICD10:Q44	Agenesis  aplasia and hypoplasia of gallbladder
MESH:C563150	Mental Retardation, X-Linked, With Or Without Seizures, Arx-Related
MESH:C538249	Amyloidosis, familial visceral
ICD10:N20	Calculus of kidney
ICD10:I270	Primary pulmonary hypertension
MESH:C557826	Immune dysfunction with T-cell inactivation due to calcium entry defect 1
MESH:C537784	Aortic aneurysm, familial thoracic 4
MESH:C567196	Kahrizi Syndrome
DOID:10587	Krabbe disease
MESH:D054556	Venous Thromboembolism
MESH:C567024	Microphthalmia, Posterior, With Retinitis Pigmentosa, Foveoschisis, And Optic Disc Drusen
DOID:0111270	Isolated sulfite oxidase deficiency
MESH:D052919	Refsum Disease, Infantile
DOID:0050419	Complement factor I deficiency
DOID:0060115	Nervous system benign neoplasm
MESH:C536370	Aniridia cerebellar ataxia mental deficiency
DOID:1682	Congenital heart disease
DOID:0080012	X-linked recessive disease
MESH:C538280	Cataract and cardiomyopathy
MESH:D058496	Smith-Magenis Syndrome
MESH:D007972	Leukoplakia, Oral
MESH:D012507	Sarcoidosis
MESH:C563210	Beta-Ureidopropionase Deficiency
ICD10:D470	Histiocytic and mast cell tumors of uncertain behavior
MESH:D002972	Cleft Palate
MESH:C567372	Inflammatory Bowel Disease 19
ICD10:E804	Gilbert syndrome
MESH:D015794	Choroideremia
DOID:110	Lens disease
MESH:C566492	Natural Killer Cell Deficiency, Familial Isolated
DOID:7039	Borst-Jadassohn intraepidermal carcinoma
MESH:C536453	Craniofacial deafness hand syndrome
DOID:12712	Nephronophthisis
MESH:C537993	Charcot-Marie-Tooth disease, Type 2D
MESH:C537901	Bamforth syndrome
MESH:C567389	Atrial Fibrillation, Familial, 7
MESH:D014564	Urogenital Abnormalities
MESH:C536096	Myoclonic dystonia
MESH:C537296	Granulosa cell tumor of the ovary
MESH:C536919	Tietz syndrome
DOID:9884	Muscular dystrophy
MESH:C537464	Microphthalmia, syndromic 1
DOID:0050120	Hemophagocytic lymphohistiocytosis
MESH:D059446	Heterotaxy Syndrome
MESH:D019512	Pancreatitis, Alcoholic
MESH:C567853	Cerebral Palsy, Spastic Quadriplegic, 1
MESH:D009203	Myocardial Infarction
DOID:3463	Breast disease
MESH:C536254	Pyridoxine-dependent epilepsy
MESH:D002916	Chylothorax
MESH:C537932	Filaminopathy, autosomal dominant
MESH:C535761	Nephrosis, congenital
MESH:C566921	Premature Ovarian Failure 5
ICD10:E6	Dietary zinc deficiency
MESH:D057767	Kashin-Beck Disease
MESH:D001766	Blindness
MESH:D013964	Thyroid Neoplasms
MESH:D006946	Hyperinsulinism
DOID:0050177	Monogenic disease
ICD10:L6	Ingrowing nail
MESH:C563971	Colorectal Cancer, Hereditary Nonpolyposis, Type 4
MESH:C537048	Allanson Pantzar McLeod syndrome
MESH:C564953	Ceroid Lipofuscinosis, Neuronal, 1
MESH:C564520	Retinitis Pigmentosa 3
DOID:0050757	deafness-dystonia-optic neuronopathy syndrome
DOID:1542	Head and neck carcinoma
MESH:D003456	Cryptorchidism
DOID:11983	Prader-Willi syndrome
MESH:D013945	Thymoma
MESH:D006980	Hyperthyroidism
MESH:C567713	Ciliary Dyskinesia, Primary, 13
MESH:C567579	Glycogen Storage Disease, Type IXA2
ICD10:G8	Spastic quadriplegic cerebral palsy
MESH:D058186	Acute Kidney Injury
DOID:0050450	Gitelman syndrome
MESH:C566383	Glaucoma 1, Open Angle, F
MESH:C566325	Saethre-Chotzen Syndrome with Eyelid Anomalies
MESH:C567473	Alopecia, Androgenetic, 2
MESH:C538346	Naxos disease
MESH:C567832	Spermatogenic Failure 7
MESH:D012868	Skin Abnormalities
MESH:C567241	Mental Retardation, Autosomal Dominant 3
MESH:C564021	Leigh Syndrome Due To Mitochondrial Complex I Deficiency
ICD10:L1	Pemphigus vulgaris
MESH:D007863	Lecithin Cholesterol Acyltransferase Deficiency
MESH:D059606	Polydipsia
MESH:D017496	Hypopigmentation
DOID:0080461	Developmental and epileptic encephalopathy 26
MESH:C567690	Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 3
MESH:C536464	Waardenburg syndrome type 2A
DOID:170	Endocrine gland cancer
MESH:C537217	Hereditary spastic paralysis, infantile onset ascending
DOID:11719	Oculopharyngeal muscular dystrophy
MESH:D017511	Pyoderma Gangrenosum
MESH:D009325	Nausea
MESH:C567461	Surfactant Metabolism Dysfunction, Pulmonary, 4
MESH:C538614	Papillary renal cell carcinoma, sporadic
MESH:D020513	Paralysis, Hyperkalemic Periodic
MESH:C567286	Diabetes Mellitus, Insulin-Dependent, 20
ICD10:M084	Pauciarticular juvenile rheumatoid arthritis  unsp site
DOID:0080122	Alpers-Huttenlocher syndrome
MESH:C564166	Hyperparathyroidism 1
MESH:C566343	Hereditary Myopathy with Early Respiratory Failure
MESH:C564333	Charcot-Marie-Tooth Disease, Dominant Intermediate D
DOID:2216	Factor V deficiency
MESH:C566446	Microphthalmia, Isolated 2
MESH:C538424	Harlequin type ichthyosis
DOID:0050540	Charcot-Marie-Tooth disease type 3
DOID:2513	Basal cell carcinoma
ICD10:C16	Malignant neoplasm of cardia
MESH:C564487	Dent Disease 2
DOID:0050832	Pyrimidine metabolic disorder
MESH:D000067877	Autism Spectrum Disorder
MESH:D005334	Fever
MESH:C536152	Palmoplantar Keratoderma with Deafness
ICD10:G25	Essential tremor
DOID:9799	Eye degenerative disease
DOID:0080201	Peters plus syndrome
ICD10:L81	Postinflammatory hyperpigmentation
MESH:C536221	Currarino triad
ICD10:Q81	Epidermolysis bullosa simplex
MESH:C537526	Sclerotylosis
MESH:C564685	Spinocerebellar Ataxia 15
MESH:C564143	Hypotrichosis Simplex of Scalp
MESH:C566831	Paragangliomas with Sensorineural Hearing Loss
MESH:C565690	Combined Oxidative Phosphorylation Deficiency 4
MESH:D004775	Enuresis
DOID:0060036	Intrinsic cardiomyopathy
DOID:3762	cytochrome-c oxidase deficiency disease
MESH:C566108	Stormorken Syndrome
MESH:C535755	Congenital disorder of glycosylation, type 2C
DOID:9266	Cystinuria
MESH:D008581	Meningitis
DOID:1936	Atherosclerosis
MESH:C536049	Osteogenesis imperfecta, type VIII
MESH:D010031	Otitis
MESH:D020386	Isaacs Syndrome
DOID:1115	Sarcoma
MESH:C566956	Ataxia, Spastic, 3, Autosomal Recessive
MESH:C537989	Charcot-Marie-Tooth disease, Type 2B
MESH:C567129	Myopathy, Early-Onset, with Fatal Cardiomyopathy
MESH:C565232	Interleukin 2 Receptor, Alpha, Deficiency of
MESH:C535789	Spondyloepiphyseal dysplasia, Omani type
DOID:5212	Congenital disorder of glycosylation
MESH:D004387	Dupuytren Contracture
DOID:2785	Dandy-Walker syndrome
MESH:C537907	Barakat syndrome
DOID:0050884	Triosephosphate isomerase deficiency
ICD10:D36	Benign neoplasm of lymph nodes
MESH:C536820	Trichorhinophalangeal Syndrome, Type I
MESH:D007040	Hypoventilation
DOID:8499	Night blindness
DOID:419	Scleroderma
DOID:0050472	Monilethrix
MESH:D010051	Ovarian Neoplasms
DOID:0060703	Muenke Syndrome
MESH:D020522	Lymphoma, Mantle-Cell
DOID:2731	Vesiculobullous skin disease
DOID:0060050	Autoimmune disease of blood
MESH:D014826	Vocal Cord Paralysis
DOID:384	Wolff-Parkinson-White syndrome
MESH:D014376	Tuberculosis
MESH:D010580	Peutz-Jeghers Syndrome
MESH:D010518	Periodontitis
DOID:0050677	Bjornstad syndrome
MESH:C565720	Leber Congenital Amaurosis 10
MESH:C565238	Parkinson Disease 7, Autosomal Recessive Early-Onset
MESH:C565329	Deafness, Autosomal Recessive 26
DOID:0050638	Transthyretin amyloidosis
ICD10:A81	Creutzfeldt-Jakob disease  unspecified
MESH:D013625	Takayasu Arteritis
MESH:C538132	Lacrimoauriculodentodigital syndrome
MESH:D018376	Cardiovascular Abnormalities
MESH:C535520	Renal cysts and diabetes syndrome
MESH:C563477	Nephrolithiasis, Calcium Oxalate
ICD10:Q112	Microphthalmos
MESH:D003093	Colitis, Ulcerative
MESH:D005198	Fanconi Syndrome
DOID:0111342	Dermatopathia pigmentosa reticularis
MESH:C567739	Fibrosis of Extraocular Muscles, Congenital, 3B
ICD10:O	Abdominal pregnancy
MESH:D014549	Urinary Incontinence
DOID:5395	Functioning pituitary adenoma
MESH:C538184	Acrofacial dysostosis, Nager type
MESH:C563436	Cardiomyopathy, Familial Hypertrophic, 6
DOID:3265	Chronic granulomatous disease
MESH:C535579	Cardiofaciocutaneous syndrome
DOID:14261	Fragile X syndrome
ICD10:A8	Acute paralytic poliomyelitis  vaccine-associated
ICD10:E031	Congenital hypothyroidism without goiter
MESH:D056807	Argininosuccinic Aciduria
MESH:D009212	Myoglobinuria
MESH:C536653	Penttinen-Aula syndrome
MESH:C567363	Nephrolithiasis-Osteoporosis, Hypophosphatemic, 1
MESH:D054067	Dihydropyrimidine Dehydrogenase Deficiency
MESH:D012164	Retinal Diseases
DOID:0080688	Mosaic variegated aneuploidy syndrome
DOID:0111229	Congenital muscular dystrophy-dystroglycanopathy type A
MESH:C538157	Blau syndrome
DOID:14744	Partington syndrome
MESH:D003554	Cystinosis
MESH:C537746	Omodysplasia type 1
MESH:C538065	Frontonasal dysplasia
DOID:0112258	N-acetylglutamate synthase deficiency
MESH:D056728	von Willebrand Disease, Type 2
MESH:D003240	Connective Tissue Diseases
ICD10:L73	Acne keloid
DOID:0090019	Sitosterolemia
DOID:11717	Neonatal diabetes
DOID:0112284	Spondyloepiphyseal dysplasia tarda
MESH:C536665	Persistent Mullerian duct syndrome
MESH:C536436	Coffin-Siris syndrome
MESH:C563690	Cardiomyopathy, Dilated, 1p
MESH:C538371	Revesz Debuse syndrome
MESH:C536119	Niemann-Pick disease, type C2
MESH:C563618	Lp(A) Deficiency, Congenital
ICD10:M611	Myositis ossificans progressiva  unspecified site
DOID:1575	Rheumatic disease
MESH:D006869	Hydronephrosis
MESH:C537723	Lubs X-linked mental retardation syndrome
MESH:C548016	Hypermanganesemia with Dystonia Polycythemia and Cirrhosis
MESH:D007873	Legg-Calve-Perthes Disease
MESH:D009397	Nephrocalcinosis
MESH:C564190	Hepatic Adenomas, Familial
DOID:0060812	Syndromic X-linked intellectual disability Siderius type
MESH:C535982	Congenital amegakaryocytic thrombocytopenia
DOID:0090004	Progressive pseudorheumatoid arthropathy of childhood
DOID:11870	Pick's disease
DOID:0060091	Cardiovascular organ benign neoplasm
DOID:2926	Klippel-Trenaunay syndrome
MESH:D002524	Cerebellar Ataxia
DOID:205	Hyperostosis
MESH:C565948	Microphthalmia, Syndromic 3
ICD10:G939	Disorder of brain  unspecified
MESH:C538382	Hyperphenylalaninemia with primapterinuria
ICD10:Q740	Oth congen malform of upper limb(s)  inc shoulder girdle
MESH:D009958	Orofaciodigital Syndromes
MESH:C579928	Atelosteogenesis Type 3
ICD10:C94	Acute erythroid leukemia  not having achieved remission
MESH:D014390	Tuberculosis, Meningeal
MESH:C536355	Anemia, Diamond-Blackfan, 3
MESH:C563848	Alpha-B Crystallinopathy
DOID:0090006	Renal coloboma syndrome
MESH:C567886	Xeroderma Pigmentosum, Complementation Group C
MESH:C580334	Nonsyndromic Deafness
DOID:0111578	Gillespie syndrome
MESH:C564306	Gaucher Disease, Perinatal Lethal
MESH:C564180	Holoprosencephaly 4
MESH:D003424	Crohn Disease
MESH:C567359	Microtia, Hearing Impairment, And Cleft Palate
MESH:D017241	MELAS Syndrome
MESH:C563322	Diabetes Mellitus, Transient Neonatal, 1
DOID:0050631	Allan-Herndon-Dudley syndrome
MESH:D006011	Glycogen Storage Disease Type IV
DOID:2256	Osteochondrodysplasia
MESH:C535334	ABCD syndrome
MESH:C563110	Proud Syndrome
DOID:866	Vein disease
MESH:C537257	Hepatic venoocclusive disease with immunodeficiency
ICD10:L40	Psoriasis vulgaris
DOID:0080541	Hyperprolinemia
DOID:0060407	Chromosome 18q deletion syndrome
ICD10:E80	Hereditary erythropoietic porphyria
MESH:C567582	Joubert Syndrome 10
DOID:0014667	Disease of metabolism
DOID:0111148	Isolated ectopia lentis
MESH:C567760	Hyperuricemic Nephropathy, Familial Juvenile 2
DOID:9409	Diabetes insipidus
MESH:C536008	Achalasia Addisonianism Alacrimia syndrome
MESH:D009377	Multiple Endocrine Neoplasia
MESH:C567046	Surfactant Metabolism Dysfunction, Pulmonary, 3
MESH:C535422	Charcot-Marie-Tooth disease, Type 4B2, with early-onset glaucoma
MESH:C567214	Deafness, Autosomal Dominant 2B
MESH:C567809	Glycogen Storage Disease IXC
MESH:C562879	Amelogenesis Imperfecta, Type IB
ICD10:I060	Rheumatic aortic stenosis
DOID:771	Retinal cell cancer
DOID:0111339	Vohwinkel syndrome
DOID:0112264	Woodhouse-Sakati syndrome
MESH:D013746	Tetany
MESH:C567453	Riddle Syndrome
DOID:0070073	Autosomal dominant intellectual developmental disorder 43
MESH:C563192	Epidermolysis Bullosa Pruriginosa
MESH:C566039	Colorectal Cancer, Hereditary Nonpolyposis, Type 6
DOID:1099	Alpha thalassemia
MESH:D017445	Skin Diseases, Vascular
MESH:D038921	Coffin-Lowry Syndrome
ICD10:Q615	Medullary cystic kidney
DOID:0060309	Syndromic X-linked intellectual disability
DOID:3192	Neurilemmoma
MESH:C564893	Presentey Anomaly
MESH:D023961	Gonadal Dysgenesis, 46,XX
DOID:0060673	Peters anomaly
MESH:C537079	Bare lymphocyte syndrome 2
MESH:C564020	Ataxia and Polyneuropathy, Adult-Onset
MESH:C580047	Dmd-Associated Dilated Cardiomyopathy
MESH:C566007	Vasculopathy, Retinal, With Cerebral Leukodystrophy
MESH:C564247	Microcephaly, Primary Autosomal Recessive, 6
MESH:D017495	Hyperpigmentation
MESH:C537196	Spinocerebellar ataxia 14
MESH:D003025	Clubfoot
DOID:0070035	Autosomal dominant intellectual developmental disorder 5
MESH:C563798	Nephropathy with Pretibial Epidermolysis Bullosa and Deafness
MESH:C557819	Orofaciodigital syndrome 5
MESH:D018324	Hemangioma, Capillary
MESH:D010003	Osteoarthritis
MESH:C564219	Maturity-Onset Diabetes of the Young, Type 2
MESH:C580280	Congenital Methemoglobinemia
MESH:C565386	Methylmalonyl-CoA Epimerase Deficiency
MESH:C565647	Split-Hand-Foot Malformation With Sensorineural Hearing Loss
MESH:C565409	MAST Syndrome
ICD10:M069	Rheumatoid arthritis  unspecified
MESH:C535598	Creatine deficiency, X-linked
MESH:C563824	CD8 Deficiency, Familial
MESH:D022124	Hyperammonemia
DOID:0080172	Thiopurine S-methyltransferase deficiency
MESH:C566510	Parietal Foramina 2
ICD10:M859	Disorder of bone density and structure  unspecified
MESH:C563683	Aicardi-Goutieres Syndrome 3
MESH:D013736	Testicular Neoplasms
MESH:C564832	Myoglobinuria, Acute Recurrent, Autosomal Recessive
MESH:D056735	Autoimmune Lymphoproliferative Syndrome
DOID:9245	Alagille syndrome
MESH:D006327	Heart Block
MESH:D003635	De Lange Syndrome
MESH:C567520	Elliptocytosis 1
DOID:5572	Beckwith-Wiedemann syndrome
MESH:C537564	Jansen type metaphyseal chondrodysplasia
DOID:3770	Pulmonary fibrosis
MESH:C536233	Blepharophimosis syndrome type 1
MESH:D016511	Severe Combined Immunodeficiency
MESH:D008100	Liver Abscess
MESH:C536293	Agenesis of Cerebellar Vermis
DOID:0050956	Spinocerebellar ataxia type 6
ICD10:H279	Unspecified disorder of lens
DOID:10487	Hirschsprung's disease
MESH:C535540	Ischiopatellar dysplasia
MESH:C567019	Mental Retardation, Autosomal Recessive 12
MESH:D010547	Persistent Fetal Circulation Syndrome
DOID:14705	Pfeiffer syndrome
MESH:D017825	Canavan Disease
DOID:0110703	Hypotrichosis 6
DOID:5374	Pilomatrixoma
MESH:C536494	Uveal melanoma
MESH:C564312	Hypotrichosis, Localized, Autosomal Recessive 1
MESH:C536664	Peroxisome biogenesis disorders
MESH:C567096	Skin-Hair-Eye Pigmentation, Variation In, 8
MESH:D058247	Loose Anagen Hair Syndrome
DOID:0050701	Electroclinical syndrome
DOID:0050580	Hereditary lymphedema
MESH:D003873	Dermatitis, Exfoliative
MESH:D014648	Varicose Veins
MESH:C566916	Joubert Syndrome 7
ICD10:G545	Neuralgic amyotrophy
MESH:D010264	Paraplegia
MESH:C562492	Robinow Syndrome
MESH:D005729	Ganglioneuroma
DOID:1240	Leukemia
MESH:D052556	Niemann-Pick Disease, Type C
MESH:C580316	Myofibrillar Myopathy
DOID:0060289	Ohdo syndrome
MESH:C564566	Mental Retardation, X-Linked 58
DOID:0112182	Mismatch repair cancer syndrome
DOID:2154	Nephroblastoma
MESH:C567502	Lethal Arthrogryposis With Anterior Horn Cell Disease
MESH:C565061	EDS VIIB
MESH:C567764	Atrial Septal Defect 6
MESH:D014474	Unconsciousness
MESH:C564352	IRAK4 Deficiency
MESH:C535798	Spondylometaphyseal dysplasia, Sedaghatian type
ICD10:G2	Parkinson's disease
MESH:C538351	Nemaline myopathy 4
MESH:C536398	Neonatal-onset citrullinemia type 2
DOID:4961	Bone marrow disease
MESH:C564442	Cleft Palate with Ankyloglossia
DOID:0060464	Feingold syndrome
DOID:0050890	Synucleinopathy
MESH:D008998	Monoclonal Gammopathy of Undetermined Significance
DOID:0060395	Chromosome 15q24 deletion syndrome
MESH:D009386	Neoplastic Syndromes, Hereditary
MESH:C564491	Nephrogenic Syndrome of Inappropriate Antidiuresis
MESH:D020417	Nystagmus, Congenital
MESH:C567515	Long Qt Syndrome 9
MESH:C567639	Spondylo-Megaepiphyseal-Metaphyseal Dysplasia
MESH:D007010	Hyponatremia
ICD10:K59	Constipation  unspecified
MESH:C565133	Cataract, Coppock-Like
DOID:12241	Beta thalassemia
MESH:C538349	Nemaline Myopathy 2
MESH:C563009	Glycinuria with or without Oxalate Urolithiasis
MESH:D050090	Ovotesticular Disorders of Sex Development
MESH:C565374	Molybdenum Cofactor Deficiency, Complementation Group C
MESH:D029242	Optic Atrophy, Hereditary, Leber
DOID:0050568	Spondylocostal dysostosis
DOID:0050816	Urofacial syndrome
DOID:0080163	Otulipenia
DOID:0050888	Syndromic intellectual disability
MESH:C565732	Hypobetalipoproteinemia, Familial, 2
MESH:D065766	Atypical Hemolytic Uremic Syndrome
MESH:C564438	Cone-Rod Dystrophy, X-Linked, Type 1
MESH:D003919	Diabetes Insipidus
DOID:2738	Pseudoxanthoma elasticum
DOID:0050426	Stevens-Johnson syndrome
ICD10:I679	Cerebrovascular disease  unspecified
DOID:0060787	Hypomyelinating leukodystrophy 2
DOID:13810	Familial hypercholesterolemia
DOID:0050576	Senior-Loken syndrome
MESH:C564627	Aortic Aneurysm, Familial Thoracic 2
DOID:0060248	Simpson-Golabi-Behmel syndrome type 1
MESH:D013575	Syncope
MESH:C562769	Thyroid Dyshormonogenesis 3
MESH:C567325	Pontocerebellar Hypoplasia Type 2B
ICD10:I06	Rheumatic aortic stenosis
MESH:D003865	Depressive Disorder, Major
MESH:C536335	Polyostotic osteolytic dysplasia, hereditary expansile
MESH:C562662	Brown Oculocutaneous Albinism
MESH:C565754	Deafness, Autosomal Dominant 20
MESH:C535860	Hemangioma, capillary infantile
DOID:0060862	Mal de Meleda
DOID:225	Syndrome
DOID:1307	Dementia
MESH:C567197	Leber Congenital Amaurosis 13
MESH:C537456	Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance
MESH:C537160	Hypotrichosis simplex
MESH:C535729	Dyschromatosis symmetrica hereditaria 1
MESH:D001161	Arteriosclerosis
DOID:676	Juvenile rheumatoid arthritis
MESH:D053589	Nuchal Cord
MESH:D018636	Hypoplastic Left Heart Syndrome
DOID:0070065	Autosomal dominant intellectual developmental disorder 35
MESH:C538256	Anauxetic dysplasia
MESH:D006330	Heart Defects, Congenital
MESH:C564075	Properdin Deficiency, Type II
MESH:C536171	Dicarboxylicaminoaciduria
MESH:C535743	Congenital disorder of glycosylation type 1E
MESH:D007645	Keratoderma, Palmoplantar
MESH:D005715	Gambling
DOID:0110773	Hereditary spastic paraplegia 2
MESH:D018500	Diabetes Insipidus, Nephrogenic
DOID:589	Congenital hemolytic anemia
DOID:66	Muscle tissue disease
MESH:C536190	Ectodermal dysplasia, ectrodactyly, and macular dystrophy
MESH:C565701	Deafness, Autosomal Recessive 66
MESH:D012178	Retinopathy of Prematurity
MESH:C567069	Mental Retardation, X-Linked, With Brachydactyly And Macroglossia
DOID:0050470	Donohue syndrome
MESH:C535419	Charcot-Marie-Tooth disease, Type 4A
MESH:D009221	Myositis Ossificans
MESH:D020521	Stroke
MESH:C562793	Hypophosphatemic Rickets with Hypercalciuria, Hereditary
MESH:C565865	Spinocerebellar Ataxia, Autosomal Recessive 2
MESH:C536687	Weaver syndrome
DOID:0080488	Mucolipidosis
MESH:C563335	Deafness, Autosomal Dominant 9
MESH:C564330	Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia
MESH:C536309	Patterned dystrophy of retinal pigment epithelium
MESH:C562583	Gout, HPRT-Related
MESH:C535979	Congenital adrenal hyperplasia due to 21 hydroxylase deficiency
DOID:2916	Hypersensitivity reaction type IV disease
MESH:C567657	Cortical Dysplasia-Focal Epilepsy Syndrome
MESH:D008223	Lymphoma
MESH:C537833	Macular dystrophy, concentric annular
DOID:2187	Amelogenesis imperfecta
DOID:13089	Intracranial arterial disease
MESH:C536029	MASA (Mental Retardation, Aphasia, Shuffling Gait, Adducted Thumbs) Syndrome
MESH:C537198	Spinocerebellar ataxia 19
MESH:C566869	Night Blindness, Congenital Stationary, Autosomal Dominant 2
DOID:0050765	Neuroacanthocytosis
MESH:C537483	Spastic paraplegia 11, autosomal recessive
MESH:C567499	Amyotrophic Lateral Sclerosis 9
MESH:D000141	Acidosis, Renal Tubular
MESH:C566493	Hyperinsulinemic Hypoglycemia, Familial, 4
DOID:0080991	Multiminicore disease
MESH:C564018	Myoglobinuria, Recurrent
MESH:D019970	Cocaine-Related Disorders
ICD10:Q980	Klinefelter syndrome karyotype 47  XXY
DOID:0060366	Hennekam syndrome
DOID:14735	Hereditary angioedema
MESH:C567602	Refsum Disease, Adult, 1
MESH:C566933	Osteopetrosis, Autosomal Recessive 4
MESH:C537304	Groenouw type I corneal dystrophy
MESH:C567144	Anemia, Hypochromic Microcytic, With Iron Overload
MESH:D053627	Asthenozoospermia
DOID:0112313	Brain small vessel disease
MESH:D014983	Xeroderma Pigmentosum
MESH:C567936	Thyroid Hormone Resistance, Generalized, Autosomal Recessive
MESH:C537047	Allan-Herndon-Dudley syndrome
MESH:C538259	Congenital atransferrinemia
MESH:C563428	Long Qt Syndrome 4
MESH:D049288	Muscular Dystrophies, Limb-Girdle
MESH:D007706	Menkes Kinky Hair Syndrome
MESH:C537286	Gonadal dysgenesis XX type deafness
MESH:D014096	Tooth, Supernumerary
ICD10:M89	Algoneurodystrophy  unspecified site
DOID:0050427	Xeroderma pigmentosum
MESH:C564146	Odontohypophosphatasia
DOID:13317	Hyperinsulinemic hypoglycemia
MESH:D017624	WAGR Syndrome
MESH:C535747	Congenital disorder of glycosylation type II
MESH:C567450	Macular Degeneration, Age-Related, 11
MESH:D006316	Hearing Loss, High-Frequency
MESH:C537362	Immunodeficiency syndrome, variable
DOID:150	Disease of mental health
ICD10:L9	Lichen sclerosus et atrophicus
DOID:1029	Familial periodic paralysis
MESH:C567517	Sex Reversal, Female, With Dysgenesis Of Kidneys, Adrenals, And Lungs
MESH:C535308	3-methylcrotonyl CoA carboxylase 1 deficiency
DOID:14175	Von Hippel-Lindau disease
MESH:C565357	Deafness, Autosomal Dominant 23
MESH:C564743	Methylmalonic Aciduria and Homocystinuria, CblD Type
DOID:3322	GM1 gangliosidosis
MESH:D009062	Mouth Neoplasms
MESH:D052517	Multiple Sulfatase Deficiency Disease
DOID:0080718	GNE myopathy
ICD10:G47	Insomnia  unspecified
MESH:C535788	Spondyloepiphyseal dysplasia, congenita
MESH:D006996	Hypocalcemia
DOID:0050711	Aceruloplasminemia
DOID:0110097	short-rib thoracic dysplasia 9 with or without polydactyly
DOID:0060847	Leri-Weill dyschondrosteosis
MESH:C566673	Spinal Muscular Atrophy, Late-Onset, Finkel Type
MESH:D017889	Exfoliation Syndrome
MESH:D015877	Miosis
ICD10:Q821	Xeroderma pigmentosum
DOID:0090129	Carnitine palmitoyltransferase I deficiency
ICD10:D59	Drug-induced autoimmune hemolytic anemia
DOID:0110723	Neuronal ceroid lipofuscinosis 8
DOID:0090053	Episodic kinesigenic dyskinesia 1
MESH:D008881	Migraine Disorders
ICD10:G712	Congenital myopathy  unspecified
MESH:C565708	Senior-Loken Syndrome 6
ICD10:I42	Dilated cardiomyopathy
MESH:C567126	Combined Oxidative Phosphorylation Deficiency 5
DOID:8577	Ulcerative colitis
DOID:8498	Hereditary night blindness
MESH:C566437	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4
MESH:D010198	Pancytopenia
DOID:857	Multiple carboxylase deficiency
MESH:C565543	GSD IV, Neuromuscular Form, Childhood
ICD10:Q253	Supravalvular aortic stenosis
MESH:C567642	Lipodystrophy, Congenital Generalized, Type 4
MESH:C564472	Deafness, X-Linked 5
MESH:C563526	Retinitis Pigmentosa 27
ICD10:L27	Gen skin eruption due to drugs and meds taken internally
ICD10:F419	Anxiety disorder  unspecified
MESH:C564499	Ovarian Dysgenesis 2
DOID:4947	Cholangiocarcinoma
MESH:D009771	Obsessive-Compulsive Disorder
